YEAR,EQ_PRIMARY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,La,Lo
1966,5.2,CHINA,CHINA:JILIN PROVINCE,43.83,125.12,90,180
1966,8.1,PERU,"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,0,0
1966,5.7,GREECE,GREECE:  CENTRAL,39.2,21.2,90,90
1966,7.8,CHILE,"CHILE:  TALTAL, CATALINA",-25.5,-70.7,0,0
1966,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.893,166.445,0,180
1966,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.334,166.684,0,180
1967,6,GREECE,GREECE,38.4,22,90,90
1967,7.5,MONGOLIA,MONGOLIA,48.1,102.8,90,180
1967,5.5,CHINA,CHINA:SICHUAN PROVINCE,30.2,104.1,90,180
1967,5.6,ALBANIA,ALBANIA:  GJIROKASTEV,40,20.2,90,90
1967,6.8,COLOMBIA,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.9,-74.9,90,0
1967,6.8,INDONESIA,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,0,180
1967,7,RUSSIA,RUSSIA:  KURIL ISLANDS,45.53,151.11,90,180
1967,6.3,CHINA,"CHINA:HEBEI PROVINCE:HEJIAN, DACHENG",38.5,116.5,90,180
1967,5.5,INDONESIA,INDONESIA:  MAKASSAR STRAIT,-3.7,119.3,0,180
1967,6.1,INDONESIA,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",5.5,97.3,90,180
1967,5.9,GREECE,GREECE,39.5,21.2,90,90
1967,5,ALGERIA,ALGERIA:  NEAR SIG,35.5,-0.1,90,0
1967,7.3,TURKEY,"TURKEY:  MUDURNU, ADAPAZARI",40.7,30.8,90,90
1967,6.2,TURKEY,TURKEY:  TUNCELI,39.5,40.4,90,90
1967,6.8,COLOMBIA,COLOMBIA,6.8,-73,90,0
1967,6.5,VENEZUELA,VENEZUELA,10.6,-67.3,90,0
1967,5.3,FRANCE,"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,90,0
1967,6.4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-4.4,152.5,0,180
1967,6.8,CHINA,CHINA:SICHUAN PROVINCE,31.6,100.3,90,180
1967,7,PERU,PERU:  OFF COAST,-10.6,-79.8,0,0
1967,7,TAIWAN,TAIWAN:  HUALIEN,24.5,122.2,90,180
1967,5.9,CHILE,CHILE:  NORTHERN,-28.78,-71.19,0,0
1967,6.5,ALBANIA,ALBANIA,41.5,20.5,90,90
1967,5.7,CHINA,CHINA:HEBEI PROVINCE:SHULU,37.717,115.217,90,180
1967,6.5,INDIA,INDIA,17.7,73.9,90,90
1967,5.4,CHINA,CHINA:SHANXI PROVINCE,36.467,111.217,90,180
1967,7.5,CHILE,CHILE:  NORTHERN,-21.7,-69.5,0,0
1968,4.6,NICARAGUA,NICARAGUA:  MANAGUA,12.1,-86.2,90,0
1968,6,ITALY,ITALY:  SICILY,37.9,13.1,90,90
1968,5.1,ITALY,ITALY:  SICILY,37.8,13.2,90,90
1968,7.3,RUSSIA,RUSSIA:  S. KURIL ISLANDS,43.586,146.701,90,180
1968,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-5.5,153.2,0,180
1968,7.2,GREECE,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,39.368,24.957,90,90
1968,6.3,JAPAN,JAPAN:  KYUSHU,32,130.6,90,180
1968,4.9,ALGERIA,ALGERIA:  EL ALEN (BABORD),36.08,5.07,90,90
1968,7.6,AZORES (PORTUGAL),AZORES,37.7,-29.4,90,0
1968,4.6,KENYA,"KENYA:  HOMA BAY, USIRI, GOT KOKECH",-0.6,34.4,0,90
1968,7.5,JAPAN,"JAPAN:  KYUSHU, SHIKOKU",32.3,132.5,90,180
1968,4.6,ITALY,ITALY:  LIGURIA,44.08,8,90,90
1968,5.3,IRAN,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.2,44.3,90,90
1968,,IRAN,"IRAN:  SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA",39.3,44.4,90,90
1968,8.2,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,90,180
1968,7.5,JAPAN,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,90,180
1968,7.1,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,-41.7,172,0,180
1968,7.7,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,0,180
1968,5,ARMENIA,ARMENIA:  ZANGEZUR,39.1,46.1,90,90
1968,7.2,JAPAN,JAPAN:  SANRIKU,39.4,143.1,90,180
1968,7,PERU,"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",-5.6,-77.2,0,0
1968,5.3,IRAN,"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",29.8,51.2,90,90
1968,7.3,KERMADEC ISLANDS (NEW ZEALAND),"KERMADEC ISLANDS:  S OF, RAOUL",-30.8,-178.4,0,-90
1968,7.3,PHILIPPINES,PHILIPPINES:  LUZON:  MANILA,16.5,122.2,90,180
1968,7.5,MEXICO,"MEXICO:  OAXACA, GUERRERO",16.5,-97.8,90,-90
1968,,JAPAN,JAPAN:  SEIKAIDO-NANKAIDO,33.3,132.2,90,180
1968,7.6,INDONESIA,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,90,180
1968,7.4,INDONESIA,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",0.2,119.8,90,180
1968,7.3,IRAN,IRAN:  DASHT-E-BAYAZ,34,59,90,90
1968,5,ARMENIA,ARMENIA:  ZANGEZUR,39.1,46.2,90,90
1968,6.5,IRAN,IRAN:  FERDOW,34,58.2,90,90
1968,6.6,TURKEY,"TURKEY:  BARTIN, AMASRA, CAKRAZ",41.8,32.3,90,90
1968,5.4,IRAN,IRAN,33.9,58.2,90,90
1968,6.2,VENEZUELA,VENEZUELA:  CARUPANO,10.5,-62.6,90,0
1968,5.1,TURKEY,TURKEY,39.2,40.1,90,90
1968,5.7,MEXICO,MEXICO-GUATEMALA:  S CHIAPAS,15.5,-92.7,90,-90
1968,7.5,JAPAN,JAPAN:  BONIN ISLANDS,26.3,140.6,90,180
1968,6.9,AUSTRALIA,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,0,180
1968,7.5,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,0,180
1968,5.3,MONTENEGRO,BALKANS NW:  MONTENEGRO,42.1,19.3,90,90
1969,5.6,IRAN,IRAN:  NE KHURASAN PROVINCE,37.1,57.9,90,90
1969,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,0,180
1969,7.6,JAPAN,JAPAN:  HOKKAIDO,45,143.2,90,180
1969,7.5,INDONESIA,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,90,180
1969,6.3,CHINA,CHINA:XINJIANG PROVINCE:WUSHI,41.45,79.367,90,90
1969,7.4,INDONESIA,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",-3.1,118.9,0,180
1969,7.8,PORTUGAL,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",36.017,-10.95,90,0
1969,5.6,TURKEY,"TURKEY:  DEMIRCI, GORDES, SINDIRGI",39.2,28.5,90,90
1969,6.5,TURKEY,"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",38.6,28.4,90,90
1969,6.2,ETHIOPIA,ETHIOPIA:  SARDO,11.9,41.21,90,90
1969,7,EGYPT,"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",27.7,34,90,90
1969,5.5,ALBANIA,ALBANIA:  SOUTHERN,40.7,19.8,90,90
1969,,JAPAN,JAPAN:  RYUKYU ISLANDS,32.2,132.1,90,180
1969,5.1,TURKEY,"TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL",39.2,28.6,90,90
1969,7.4,CHINA,CHINA:BOHAI SEA,38.2,119.4,90,180
1969,5.9,PERU,"PERU:  LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,0,0
1969,6.4,CHINA,CHINA:GUANGDONG PROVINCE:YANGJIANG COUNTY,22.317,111.8,90,180
1969,5.4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-6.6,146.9,0,180
1969,4.7,ITALY,ITALY:  PERUGIA,43.2,12.4,90,90
1969,8.2,RUSSIA,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,90,180
1969,5.5,CHINA,CHINA:XINJIANG PROVINCE,39.7,74.8,90,90
1969,6.3,SOUTH AFRICA,SOUTH AFRICA:  CAPE PROVINCE,-32.9,19.7,0,90
1969,6.2,PERU,"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,0,0
1969,4.8,USA,CALIFORNIA:  SANTA ROSA,38.467,-122.692,90,-90
1969,5.8,SOUTH AFRICA,SOUTH AFRICA:  TULBAGH,-33.1,19.6,0,90
1969,6,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA,44.9,17.3,90,90
1969,6.4,BOSNIA-HERZEGOVINA,"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",44.9,17.2,90,90
1969,7.7,INDONESIA,INDONESIA:  OFF NW COAST SUMATERA,2.1,94.6,90,180
1969,7.3,RUSSIA,RUSSIA:  OFF KAMCHATKA,57.7,163.6,90,180
1969,4.2,ECUADOR,"ECUADOR:  SASQUISILI, PUJILI, LATACUNGA",-0.8,-78.3,0,0
1969,7.2,GUADELOUPE,GUADELOUPE: GRAND BOURG,15.8,-59.7,90,0
1970,7.8,CHINA,CHINA:YUNNAN PROVINCE; VIETNAM:HANOI,24.1,102.5,90,180
1970,7.6,PHILIPPINES,PHILIPPINES:  MINDANAO,6.8,126.7,90,180
1970,7.1,PHILIPPINES,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",12.6,122.1,90,180
1970,5.4,PERU,"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,0,0
1970,6,USA,ALASKA:  ANDREANOF ISLANDS,57.5,-153.9,90,-90
1970,4.8,IRAN,"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",38.6,44.7,90,90
1970,5.4,INDIA,INDIA:  BROACH,21.7,73,90,90
1970,7.4,TURKEY,TURKEY:  GEDIZ,39.2,29.5,90,90
1970,7.3,PHILIPPINES,PHILIPPINES:  LUZON,15.78,121.71,90,180
1970,5.7,TURKEY,"TURKEY:  DEMIRCI, MANISA",39.1,28.7,90,90
1970,5.7,RUSSIA,RUSSIA:  DAGESTAN,43,47,90,90
1970,6.5,RUSSIA,RUSSIA:  DAGESTAN,43,47.1,90,90
1970,7.9,PERU,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,0,0
1970,6.6,KAZAKHSTAN,KAZAKHSTAN:  ALMA-ATA,42.5,78.8,90,90
1970,7.6,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,0,180
1970,6,CHILE,CHILE:  SOUTHERN,-52,-73.8,0,0
1970,6.4,CHILE,CHILE:  NORTHERN,-22.28,-70.55,0,0
1970,7.5,CANADA,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",51.8,-131,90,-90
1970,4.9,TURKEY,TURKEY:  SIVAS,38.8,36.7,90,90
1970,7,JAPAN,"SEIKAIDO, JAPAN",32.2,131.7,90,180
1970,6.7,IRAN,"IRAN:  KARNAVEH, MAREV",37.8,55.9,90,90
1970,7.1,PERU,PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,-1.5,-72.6,0,0
1970,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-14.095,166.57,0,180
1970,5.5,CROATIA,BALKANS NW:  CROATIA:  KNIN,44,16,90,90
1970,6.6,COLOMBIA,COLOMBIA:  BAHIA SOLANO,6.2,-77.6,90,0
1970,5.1,NEW ZEALAND,NEW ZEALAND,-44.64,173.62,0,180
1970,5.3,PHILIPPINES,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",20.6,122,90,180
1970,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MADANG,-4.907,145.471,0,180
1970,6,CHILE,CHILE:  NORTHERN,-20.94,-69.81,0,0
1970,5.1,RUSSIA,RUSSIA:  BLACK SEA,43.84,39.34,90,90
1970,7.6,PERU,PERU:  N;  ECUADOR:  S,-4,-80.7,0,0
1971,8.1,INDONESIA,"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,0,180
1971,7.1,INDONESIA,"INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN",0.6,98.8,90,180
1971,4.6,ITALY,ITALY:  TUSCANIA,42.5,11.8,90,90
1971,6.5,USA,CALIFORNIA:  SAN FERNANDO,34.412,-118.4,90,-90
1971,5.3,IRAN,"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",36.6,55.6,90,90
1971,5.1,IRAN,"IRAN:  DASHT-E-ARJAN,KHAN-E-ZENYAN,SHIRAZ",29.8,51.9,90,90
1971,5.9,IRAN,"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",28.3,55.6,90,90
1971,7.1,USA,ALASKA:  ANDREANOF ISLANDS,51.4,-177.2,90,-90
1971,5.9,TURKEY,TURKEY:  BURDUR,37.6,29.8,90,90
1971,6.7,TURKEY,TURKEY:  BINGOL,38.8,40.5,90,90
1971,6.1,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC:  SANTO DOMINGO,18,-69.8,90,0
1971,5.2,INDONESIA,"INDONESIA:  JAVA:  BUARAN,BANTAR KAWSUN,JIPANG",-7.2,109.1,0,180
1971,6.3,CHILE,"CHILE:  CATALINA, ANTOFAGASTA",-25.5,-69.2,0,0
1971,7.8,CHILE,CHILE:  CENTRAL,-32.5,-71.2,0,0
1971,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE,-5.5,153.9,0,180
1971,5.2,ITALY,ITALY:  PARMA,44.8,10.3,90,90
1971,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL,-4.9,153.2,0,180
1971,6.3,PERU,PERU-ECUADOR:  GUAYAQUIL,-2.7,-77.4,0,0
1971,7.3,JAPAN,JAPAN TRENCH,41.4,143.5,90,180
1971,5.3,IRAN,IRAN:  BABOL-KENAR,36.3,52.7,90,90
1971,5.9,CHINA,CHINA:SICHUAN PROVINCE:MABIAN,28.9,103.7,90,180
1971,4.8,IRAN,IRAN:  BABA KELU,30,50.7,90,90
1971,7.1,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",46.5,141.2,90,180
1971,5.5,RUSSIA,RUSSIA:  KHOLMSK,46.7,141.4,90,180
1971,6.6,RUSSIA,RUSSIA:  TATAR STRAIT,46.4,141.2,90,180
1971,6.2,RUSSIA,RUSSIA:  TATAR STRAIT,46.3,140.9,90,180
1971,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-6.5,146.6,0,180
1971,6.1,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",46.4,141.1,90,180
1971,5.7,PERU,PERU:  APURIMAC,-14.1,-73.3,0,0
1971,7.1,VANUATU,"VANUATU ISLANDS:  ESPIRITU SANTO, PORT VILA",-15.5,167.2,0,180
1971,5.7,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.5,179.1,90,180
1971,6.3,RUSSIA,"RUSSIA:  OFF KAMCHATKA, SHEMYA",52.9,159.2,90,180
1971,7.8,RUSSIA,"RUSSIA:  OFF KAMCHATKA, SHEMYA, ATTU",56,163.3,90,180
1972,7.6,TAIWAN,TAIWAN,22.6,122.1,90,180
1972,7.5,TAIWAN,TAIWAN,22.5,122.3,90,180
1972,7.7,TAIWAN,TAIWAN,23,122.2,90,180
1972,4.8,ITALY,"ITALY:  CENTRAL, ANCONA",43.8,13.3,90,90
1972,4.5,IRAN,"IRAN:  DEH KOHNEH,SA'DABAD,BORAZJAN",29.7,50.9,90,90
1972,7.2,JAPAN,"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO",33.3,140.8,90,180
1972,6.1,PERU,PERU:  JUANJUI,-6.8,-76.8,0,0
1972,6.9,IRAN,"IRAN:  QIR,KARZIN, JAHROM, FIRUZABAD",28.4,52.8,90,90
1972,6.9,TAIWAN,TAIWAN:  HUALIEN,23.6,121.6,90,180
1972,7.2,PHILIPPINES,"PHILIPPINES:  MINDORO, LUZON, MANILA",13.4,120.3,90,180
1972,6.6,CHILE,CHILE:  CENTRAL,-30.5,-71.8,0,0
1972,7.8,INDONESIA,INDONESIA:  CELEBES SEA,3.9,124.3,90,180
1972,4.4,ITALY,ITALY:  ANCONA,43.8,13.3,90,90
1972,6.1,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SARSANGI, NARIN COUNTIES",36.2,69.7,90,90
1972,5.3,IRAN,"IRAN:  MISHAN-E-MARKAZI,TALKHAB,MISHAN SOFLA",30.1,50.8,90,90
1972,7.6,USA,"ALASKA:  SITKA, JUNEAU",56.82,-135.68,90,-90
1972,7.1,SOLOMON SEA,W. SOLOMON SEA,-6,152.9,0,180
1972,6.2,PAKISTAN,"PAKISTAN:  TANGIR, GUPIS, RAWALPINDI, PESHAWAR",36,73.4,90,90
1972,5.3,FRANCE,"FRANCE:  LABOIRIE, ARCEAU, SAINT-PIERRE D'OLERON",46,-1.1,90,0
1972,6,GREECE,"GREECE:  CORINTHIA, ARCADIA",37.9,22.4,90,90
1972,6.3,GREECE,"GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA",38.3,20.3,90,90
1972,7,NEW CALEDONIA,"NEW CALEDONIA:  LOYALTY ISLANDS:  TANNA, ANATOM",-20,168.8,0,180
1972,7.4,PHILIPPINES,"PHILIPPINES:  MINDANAO, DAVAO",6.5,126.6,90,180
1972,7.4,JAPAN,"JAPAN:  S OF HONSHU, HACHIJOJIMA",33.3,140.7,90,180
1972,6.2,NICARAGUA,NICARAGUA:  MANAGUA,12.4,-86.1,90,0
1972,5.4,CHILE,CHILE:  CENTRAL,-30.6,-71,0,0
1973,7.5,MEXICO,"MEXICO:  S, FARIAS, TECOMAN",18.48,-103,90,-90
1973,7.6,CHINA,CHINA:SICHUAN PROVINCE,31.4,100.58,90,180
1973,5.1,NEW ZEALAND,NEW ZEALAND:  HAWKES BAY,-39.58,176.57,0,180
1973,5.7,USA,CALIFORNIA:  OXNARD,34.1,-119,90,-90
1973,5.2,IRAN,"IRAN:  KHABIS,HENGAM ISLAND",28.58,52.62,90,90
1973,7.2,RUSSIA,"RUSSIA:  KURIL ISLANDS, HIROO, URAKAWA",50.5,156.6,90,180
1973,5.5,AUSTRALIA,"AUSTRALIA:  WOLLONGONG, SYDNEY",-34.13,150.27,0,180
1973,7.5,PHILIPPINES,"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,90,180
1973,5.9,ETHIOPIA,ETHIOPIA:  DJIBOUTI,11.66,43.03,90,90
1973,6.5,COSTA RICA,"COSTA RICA: TILARAN, ARENAL, RIO CHIQUITO",10.679,-84.759,90,0
1973,6.5,COLOMBIA,"COLOMBIA; SAN CRISTOBAL, VENEZUELA",4.956,-78.144,90,0
1973,6.5,USA,HAWAII: HILO,19.936,-155.098,90,-90
1973,7.7,JAPAN,JAPAN:  HOKKAIDO ISLAND,43.2,145.8,90,180
1973,7.1,RUSSIA,RUSSIA:  KURIL ISLANDS,43.3,146.4,90,180
1973,6.6,RUSSIA,RUSSIA:  KURIL ISLANDS:  S,43.2,146.6,90,180
1973,7.5,CHINA,CHINA:TIBET (XIZANG PROVINCE),35.18,86.48,90,90
1973,3.5,ITALY,ITALY:  SICILY,37.66,15.167,90,90
1973,6.2,MEXICO,"MEXICO:  VERACRUZ, MEXICO CITY",18.27,-96.6,90,-90
1973,6.7,CHILE,"CHILE:  VALPARAISO, LA LIGUA, SANTIAGO",-32.5,-71.5,0,0
1973,7.5,ANTARCTICA,ANTARCTICA,-60.82,-21.55,0,0
1973,5.5,GREECE,"GREECE:  LEUKAS ISLAND, PREVEZA, VONITSA",38.9,20.44,90,90
1973,5.5,IRAN,"IRAN:  QESHLAGH,DEH BID",30.57,52.89,90,90
1973,5.1,AZORES (PORTUGAL),"AZORES:  PICO, FAIAL, TERCEIRA",38.46,-28.31,90,0
1973,5.6,GREECE,"GREECE:  CRETE, PALAEOCHORA, CHANIA",35.18,23.8,90,90
1973,7.5,VANUATU,"VANUATU ISLANDS:  ESPIRITU SANTO, LUGANILLE",-14.46,166.6,0,180
1973,7.2,VANUATU,"VANUATU ISLANDS:  LUGANVILLE, LAMAP",-15.12,166.9,0,180
1974,6.3,PERU,"PERU:  LIMA, YAUYOS",-12.3,-76.35,0,0
1974,7,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,155.9,0,180
1974,5.2,TURKEY,TURKEY:  IZMIR,38.6,27,90,90
1974,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,0,180
1974,5,COLOMBIA,"COLOMBIA:  NE, CEPITA, SAN ANDREAS",6.89,-72.93,90,0
1974,5.5,CHINA,CHINA:JIANGSU PROVINCE,31.6,119.2,90,180
1974,6.5,JAPAN,JAPAN:  NAKAGI,34.5,138.7,90,180
1974,7.1,CHINA,"CHINA:YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG",28.24,104.01,90,180
1974,6.1,VENEZUELA,VENEZUELA,10.56,-63.38,90,0
1974,4.5,SLOVENIA,BALKANS NW:  SLOVENIA:  KOZJANSKO,44.97,15.53,90,90
1974,5.9,ARGENTINA,ARGENTINA:  LOS TOLDOS,-22.124,-64.638,0,0
1974,6.7,MONGOLIA,MONGOLIA,45.14,94.03,90,180
1974,7.3,COLOMBIA,"COLOMBIA: BOGOTA, CALI, PEREIRA",7.75,-77.69,90,0
1974,5.7,JAPAN,"JAPAN:  HONSHU:  KAKIOTA,  MITO, TOKYO",36,139.82,90,180
1974,7.1,CHILE,"CHILE:  LA UNION, VALDIVIA",-38.5,-73.4,0,0
1974,6.2,GABON,GABON,-0.28,12.92,0,90
1974,6.7,RUSSIA,RUSSIA:  KURIL-JAPAN:  HOKKAIDO,43.2,146.7,90,180
1974,8.1,PERU,"PERU:  LIMA, CALLAO",-12.27,-77.79,0,0
1974,7.5,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA; ST KITTS,17.3,-62,90,0
1974,5.4,IRAN,"IRAN:  SARCHAHAN,SAADATABAD,GAHKOM,SIRUIYEH",28,55.8,90,90
1974,6.2,PAKISTAN,"PAKISTAN:  BALAKOT, PATAN",35.1,72.9,90,90
1975,5.2,RUSSIA,RUSSIA:  DAGESTAN,42.89,46.99,90,90
1975,5.9,INDONESIA,INDONESIA:  MALUKU:  BANDANAIRA,-5,130,0,180
1975,6.8,INDIA,INDIA:  KASHMIR:   KINNAUR DISTRICT,32.46,78.43,90,90
1975,5.8,JAPAN,JAPAN:  AROSAN,33,131.1,90,180
1975,7.6,USA,ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,53.11,173.5,90,180
1975,7.4,CHINA,"CHINA:LIAONING PROVINCE:YINGTAO, ANSHAN",40.64,122.58,90,180
1975,5.6,INDONESIA,INDONESIA:  JAVA,-6.7,106.7,0,180
1975,6.1,IRAN,"IRAN:  SARKHUN,QALEH QAZI,QADHAD,NONG-E-BALA",27.5,56.26,90,90
1975,6.9,CHILE,"CHILE:  COQUIMBO, LA SERENA",-29.9,-71.3,0,0
1975,6.7,TURKEY,"TURKEY:  W; CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI",40.42,26.14,90,90
1975,6,USA,IDAHO:  POCATELLO VALLEY,42.06,-112.55,90,-90
1975,6.1,VENEZUELA,VENEZUELA,10.04,-69.75,90,0
1975,6.1,JAPAN,"JAPAN:  OITA, AROSAN",33.19,131.3,90,180
1975,7.7,CHILE,CHILE:  CENTRAL,-38.18,-73.23,0,0
1975,7.7,ATLANTIC OCEAN,ATLANTIC OCEAN:  MADERIA ISLANDS,35.997,-17.649,90,0
1975,7,RUSSIA,RUSSIA:  KURIL-JAPAN:  HOKKAIDO,43.024,147.734,90,180
1975,6.5,MYANMAR (BURMA),MYANMAR (BURMA):  PAGAN,21.49,94.7,90,180
1975,4.3,ALGERIA,ALGERIA:  DJEBEL BABOR,36.32,5.241,90,90
1975,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE,-6.59,155.054,0,180
1975,7.7,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  SOLOMON ISLANDS: BUIN, BOKU",-7.104,155.152,0,180
1975,5.6,USA,CALIFORNIA:  OROVILLE,39.439,-121.528,90,-90
1975,6.7,TURKEY,TURKEY:  LICE,38.474,40.723,90,90
1975,5,IRAN,"IRAN:  SARPIR,DORAHAN,DEH BAGH",31.599,51.037,90,90
1975,7.8,TONGA,TONGA ISLANDS:  S OF TONGA,-24.894,-175.119,0,-90
1975,7.6,PHILIPPINES,PHILIPPINES,12.54,125.993,90,180
1975,6.1,USA TERRITORY,GUAM,13.843,144.754,90,180
1975,7.7,USA,HAWAII,19.451,-155.033,90,-90
1975,4.9,FIJI,FIJI ISLANDS,-18.672,178.464,0,180
1975,7.8,SAMOA,SAMOA ISLANDS,-16.265,-172.467,0,-90
1975,5.5,GREECE,GREECE:  KATO-MAKRINOU,38.628,21.798,90,90
1976,6.4,ICELAND,ICELAND:  KOPASKER,66.16,-16.58,90,0
1976,7.8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-29.208,-177.886,0,-90
1976,8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.427,-177.657,0,-90
1976,7,RUSSIA,RUSSIA:  KURIL ISLANDS,44.915,149.123,90,180
1976,7.5,GUATEMALA,"GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY",15.324,-89.101,90,0
1976,5.1,GUATEMALA,GUATEMALA,14.767,-91.061,90,-90
1976,5.5,AFGHANISTAN,AFGHANISTAN:  HINDU-KUSH:  SHAMAGAN PROVINCE,36.61,67.79,90,90
1976,4.8,TURKEY,TURKEY,41.13,43.01,90,90
1976,7,UZBEKISTAN,UZBEKISTAN:  GAZLI,40.31,63.77,90,90
1976,6.7,ECUADOR,ECUADOR:  ESMERALDOS,0.78,-79.8,90,0
1976,5.5,TURKEY,TURKEY,40.89,42.85,90,90
1976,6.5,ITALY,"ITALY:  NE, BALKANS NW:   SLOVENIA: NW",46.356,13.275,90,90
1976,7,UZBEKISTAN,"UZBEKISTAN:  GAZLI, BUKHARA",40.38,63.47,90,90
1976,7.3,CHINA,CHINA:YUNNAN PROVINCE:LUNGLING-LUSHI,24.57,98.953,90,180
1976,7.4,CHINA,CHINA:YUNNAN PROVINCE:LUNGLING-LUSHI,24.531,98.71,90,180
